Line,bus0,bus1,r,x,b,s_nom,s_max_pu,length,num_parallel,type,g,s_nom_extendable,s_nom_min,s_nom_max,capital_cost,build_year,lifetime,carrier,terrain_factor,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,x1,y1,x2,y2
6301,39267,39270,3.6798298000000007,16.0702794,1.7004158790170132e-06,100.58885064956254,1.0,44.188072974222855,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.283,40.4935,-102.263,40.0964
6302,39267,39271,2.8838964,11.148674999999997,1.7984120982986766e-06,100.58885064956254,1.0,37.75567695200037,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.283,40.4935,-102.266,40.8328
6303,39268,39283,0.6427350000000001,2.7099612000000004,2.6676748582230624e-07,100.58885064956254,1.0,4.909501661182379,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.234,39.3125,-102.243,39.3561
6304,39269,39299,5.294232000000001,22.450548400000002,3.111682419659736e-06,100.58885064956254,1.0,64.25036777566778,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.154,37.2613,-102.623,37.7033
6305,39271,39328,1.9275701999999997,8.738656800000001,9.222533081285444e-06,100.58885064956254,1.0,69.71179679693124,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.266,40.8328,-103.077,40.9642
6306,39272,39286,2.6626686,13.697820200000002,1.9774669187145555e-06,100.58885064956254,1.0,42.60982985483758,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.076,38.1543,-102.538,38.0333
6307,39273,39274,1.6784112000000002,12.715890400000001,1.294820415879017e-06,432.68,1.0,30.84321033781663,1.0,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.259,40.941,-102.897,40.9881
6308,39273,39278,0.8503146000000001,4.222583800000001,1.0495274102079396e-06,100.58885064956254,1.0,15.681768870289147,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.259,40.941,-103.436,40.986
6309,39273,39289,0.83,13.487999999999998,2.3654719999999997e-06,1901.4905604832238,1.0,44.10103671416714,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.259,40.941,-103.784,40.9475
6310,39274,39278,0.72,13.643999999999997,2.3636479999999998e-06,1901.4905604832238,1.0,45.242230242924755,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.897,40.9881,-103.436,40.986
6311,39274,39314,1.2416688000000204,9.833475200000164,1.4717580340264895e-06,424.06,1.0,28.785086385859028,1.0,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.897,40.9881,-102.743,40.7569
6312,39274,39326,0.44457159999999996,2.187944,3.054820415879017e-07,100.58885064956254,1.0,5.735904745300536,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.897,40.9881,-102.965,40.983
6313,39275,39279,0.9240000000000063,12.324000000000082,1.8853120000000128e-06,1901.4905604832238,1.0,40.01589671561591,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.688,38.5569,-104.575,38.2081
6314,39275,39307,0.4019999999999986,7.687999999999975,2.2923199999999926e-06,1901.4905604832238,1.0,29.8044373481379,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.688,38.5569,-104.526,38.3208
6315,39275,39329,0.12335945884733515,1.698250112285158,7.557499281664598e-07,2429.4005604832237,1.0,8.087453617943057,5.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.688,38.5569,-104.707,38.6281
6316,39276,39278,0.992,15.656000000000002,3.4163840000000004e-06,1901.4905604832238,1.0,50.18207546388848,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.021,40.8944,-103.436,40.986
6317,39276,39289,0.30351216356743393,3.494501788309685,2.006964325141777e-06,2002.0794111327864,1.0,20.769776508316113,4.975897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.021,40.8944,-103.784,40.9475
6318,39276,39306,3.6204759999999996,29.5313192,8.017088846880909e-06,560.55,1.0,118.22841690235288,1.0,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.021,40.8944,-105.236,40.365
6319,39276,39318,2.638,28.486000000000004,5.962592000000001e-06,1901.4905604832238,1.0,101.68793134256981,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.021,40.8944,-104.595,40.0908
6320,39276,39382,2.9784816,16.425526175999998,1.844150388573829e-06,144.84794493537007,1.0,46.402331080062474,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.021,40.8944,-104.357,41.226
6321,39277,39280,0.12732822472073313,1.1558974398711217,2.016771327032136e-06,2526.9494111327863,1.0,10.098306104521738,5.975897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.678,39.4218,-103.573,39.381
6322,39277,39283,2.2079999999999997,36.438,6.182176000000001e-06,1901.4905604832238,1.0,123.53543006551659,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.678,39.4218,-102.243,39.3561
6323,39277,39302,0.5579999999999999,7.129999999999999,1.524544e-06,1901.4905604832238,1.0,24.314271789421635,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.678,39.4218,-103.7,39.2038
6324,39278,39289,0.9243762962766663,5.885240070152684,2.451266540642722e-06,586.8388506495626,1.0,29.530774552606335,1.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.436,40.986,-103.784,40.9475
6325,39279,39287,5.3987624000000345,53.810726400000334,6.815727788279816e-06,514.47,1.0,161.5497361397205,1.0,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.575,38.2081,-102.862,37.6735
6326,39279,39307,0.31000000000001565,4.878000000000246,8.91328000000045e-07,1901.4905604832238,1.0,13.241747607177363,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.575,38.2081,-104.526,38.3208
6327,39279,39323,2.748684,29.6316176,2.6495274102079397e-06,542.88,1.0,72.11185592059556,1.0,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.575,38.2081,-104.833,38.8244
6328,39280,39291,0.5340784000000001,5.1236824,2.8264650283553873e-07,432.34,1.0,9.050711155459766,1.0,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.573,39.381,-103.474,39.3533
6329,39280,39305,0.2374152,2.2780856,1.8102079395085066e-07,501.87,1.0,4.456708755843506,1.0,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.573,39.381,-103.581,39.3414
6330,39280,39319,2.096,33.086000000000006,7.2864639999999995e-06,1901.4905604832238,1.0,126.68358117755542,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.573,39.381,-105.002,39.6692
6331,39281,39293,0.586,10.34,1.772224e-06,1901.4905604832238,1.0,36.2524394222228,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.774,40.0986,-104.965,39.8073
6332,39281,39318,0.42,6.770000000000001,1.2119680000000002e-06,1901.4905604832238,1.0,15.250778591780099,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.774,40.0986,-104.595,40.0908
6333,39281,39320,0.0790326,0.43261619999999995,2.437807183364839e-07,100.58885064956254,1.0,2.002092327386907,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.774,40.0986,-104.796,40.0922
6334,39281,39325,0.1365114989258387,2.07100731639889,7.752130661625708e-07,2405.290560483224,0.9999999999999999,9.723046399439129,5.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.774,40.0986,-104.888,40.0922
6335,39282,39284,0.668,11.76,2.546464e-06,1901.4905604832238,1.0,37.58231357343834,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.202,40.0195,-104.874,40.2461
6336,39282,39296,1.3359999999999999,18.11,3.1494079999999997e-06,1901.4905604832238,1.0,59.293739126928116,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.202,40.0195,-105.709,39.6551
6337,39282,39316,0.049091199999999995,0.22038139999999998,1.3913043478260869e-08,100.58885064956254,1.0,0.14005619234413186,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.202,40.0195,-105.201,40.0205
6338,39282,39322,0.6847376000000001,6.4182512,1.063289224952741e-06,680.98,1.0,18.007888188928096,1.0,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.202,40.0195,-105.226,39.8586
6339,39282,39325,0.536,9.248000000000001,1.3167040000000001e-06,1901.4905604832238,1.0,27.920567736121654,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.202,40.0195,-104.888,40.0922
6340,39283,39290,10.3582432,86.22869279999998,7.466162570888469e-06,509.51,1.0,213.5100184528388,1.0,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.243,39.3561,-104.681,39.7479
6341,39284,39325,0.25393893300525666,3.3218993682658526,1.4832256483931945e-06,2393.290560483224,1.0,17.154194234532433,5.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.874,40.2461,-104.888,40.0922
6342,39284,39330,0.871494837018596,11.392888699044207,6.141638338164251e-06,2806.7902163292865,1.0,69.48156430163768,6.975897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.874,40.2461,-105.021,40.8609
6343,39285,39309,1.7330039999999998,13.596569599999995,7.679395085066163e-07,519.32,1.0,26.303187765089323,1.0,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.895,37.4594,-105.928,37.6945
6344,39286,39299,4.5595568,18.0021874,1.3991682419659737e-06,100.58885064956254,1.0,37.445213455921504,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.538,38.0333,-102.623,37.7033
6345,39287,39299,0.7465247999999612,6.811827199999646,1.0257844990547672e-06,388.12,1.0,21.28996265875188,1.0,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.862,37.6735,-102.623,37.7033
6346,39288,39296,2.844,46.199999999999996,6.926688e-06,1901.4905604832238,1.0,155.88867482125485,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.185,40.4856,-105.709,39.6551
6347,39288,39317,2.674,52.117999999999995,8.449504e-06,1901.4905604832238,1.0,170.2998092003592,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.185,40.4856,-106.352,39.0942
6348,39288,39327,0.4281007856525693,5.589266773288346,3.1089305406427263e-06,2386.0705604832237,1.0,34.43610139318387,5.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.185,40.4856,-107.591,40.4627
6349,39290,39293,0.41200000000000003,6.858000000000001,1.3210240000000002e-06,1901.4905604832238,1.0,25.152502684415772,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.681,39.7479,-104.965,39.8073
6350,39290,39297,1.8659999999999999,28.545999999999996,4.846336000000001e-06,1901.4905604832238,1.0,100.24393345378056,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.681,39.7479,-103.68,40.2217
6351,39290,39318,0.9818239999999998,8.654440000000001,2.6598109640831756e-06,580.04,1.0,38.82769696278938,1.0,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.681,39.7479,-104.595,40.0908
6352,39291,39302,1.0491127999999996,8.396711199999999,1.3383742911153117e-06,521.01,1.0,25.588051723853702,1.0,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.474,39.3533,-103.7,39.2038
6353,39291,39305,0.5687808000000001,2.5041802,6.1882797731569e-07,100.58885064956254,1.0,9.295471620519544,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.474,39.3533,-103.581,39.3414
6354,39293,39298,0.536,8.485999999999999,1.2398079999999998e-06,1901.4905604832238,1.0,28.365299443213733,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.965,39.8073,-104.682,39.9411
6355,39293,39319,0.22894032168837583,3.4834767718472066,1.499141988657845e-06,2478.510560483224,1.0,15.678533960648188,5.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.965,39.8073,-105.002,39.6692
6356,39294,39297,0.14311885942269914,1.089062512886747,4.775803402646503e-07,598.7588506495625,1.0,4.706370443448621,1.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.631,40.2415,-103.68,40.2217
6357,39294,39313,0.2505344,1.5009846,4.6759924385633267e-07,100.58885064956254,1.0,5.32696616459895,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.631,40.2415,-103.685,40.2171
6358,39295,39310,0.9992782172886548,13.633074021132366,8.191152756143668e-06,2284.6305604832237,1.0,87.69233320385614,5.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.507,38.2383,-107.539,38.4518
6359,39297,39313,0.05395799999999999,0.259739,6.835538752362947e-08,100.58885064956254,1.0,0.6647212116611196,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.68,40.2217,-103.685,40.2171
6360,39297,39314,3.7787528000000328,41.857865600000366,3.8032514177694095e-06,451.41,1.0,99.09715596725606,1.0,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.68,40.2217,-102.743,40.7569
6361,39298,39318,0.18818380432201381,2.1903527935502924,2.63875575047259e-06,2455.620560483224,1.0,18.22025768551808,5.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.682,39.9411,-104.595,40.0908
6362,39298,39330,2.134,33.212,6.0728000000000005e-06,1901.4905604832238,1.0,106.22886077547399,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.682,39.9411,-105.021,40.8609
6363,39299,39302,3.604,56.732000000000006,1.3330368000000001e-05,1901.4905604832238,1.0,191.39482383827573,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.623,37.7033,-103.7,39.2038
6364,39300,39323,0.4156881999999999,2.0635232,5.026843100189036e-07,100.58885064956254,1.0,6.487778690000861,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.817,38.8814,-104.833,38.8244
6365,39301,39310,1.1495170000000001,3.9478211999999995,5.637807183364839e-07,100.58885064956254,1.0,9.93915460231992,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.625,38.5106,-107.539,38.4518
6366,39302,39305,0.8083120000000001,7.6781176,7.351228733459357e-07,521.43,1.0,18.412885096074618,1.0,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.7,39.2038,-103.581,39.3414
6367,39303,39322,0.0279312,0.0919931,2.661625708884688e-08,201.1777012991251,1.0,0.12231441930954456,0.5,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.226,39.8575,-105.226,39.8586
6368,39304,39329,0.02271173333328092,0.10467146666642513,1.6695652173874515e-07,301.7665519486876,1.0,0.606703099127215,0.75,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.706,38.6335,-104.707,38.6281
6369,39307,39309,2.2320000000000055,33.99600000000008,9.139296000000024e-06,1901.4905604832238,1.0,141.20016973101573,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.526,38.3208,-105.928,37.6945
6370,39309,39317,2.6859999999999995,46.029999999999994,9.603552e-06,1901.4905604832238,1.0,159.9652285783372,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.928,37.6945,-106.352,39.0942
6371,39310,39312,0.8608946,5.530800800000001,9.079773156899812e-07,100.58885064956254,1.0,17.590726669513575,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.539,38.4518,-107.337,38.4532
6372,39310,39321,2.198,40.54599999999999,5.767488e-06,1901.4905604832238,1.0,119.62273996690621,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.539,38.4518,-107.73,39.5173
6373,39321,39327,2.0199999999999863,30.79599999999979,4.6184959999999685e-06,1901.4905604832238,1.0,105.78850085517128,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.73,39.5173,-107.591,40.4627
6374,39323,39329,0.2674753855473612,4.107828800152261,2.3793479621926927e-06,2449.490560483224,1.0,24.411321684381235,5.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.833,38.8244,-104.707,38.6281
6375,39325,39330,1.44,22.054,5.605792e-06,1901.4905604832238,1.0,86.2126065094038,4.725897920604915,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.888,40.0922,-105.021,40.8609
6376,39326,39328,0.532703,2.4337174,8.928544423440453e-07,100.58885064956254,1.0,9.632366494079985,0.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.965,40.983,-103.077,40.9642
6377,39330,39388,1.738641024,10.734874271999999,1.210249947490023e-06,144.84794493537007,1.0,29.890256706121267,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.021,40.8609,-105.024,41.1297
6378,39330,39391,3.3679314000000202,41.568291000000244,5.324326822096229e-06,905.2996558460629,1.0,122.64724179655879,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.021,40.8609,-106.011,41.6751
6379,39330,39397,0.6703096416723663,6.436487604184499,3.7704011762234146e-06,1356.3596558460629,1.0,38.619742932030775,3.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.021,40.8609,-104.72,41.1236
6380,39330,39406,3.5774153999999987,40.37708879999999,8.683486662465866e-06,905.2996558460629,1.0,139.25340872462053,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.021,40.8609,-104.882,42.1089
6381,39331,39533,1.364007456,8.584578144000002,8.061331653014073e-07,144.84794493537007,1.0,18.27388197714703,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.035,43.4846,-111.173,43.615
6382,39331,39534,1.8177117120000001,9.273513887999998,7.393404746901911e-07,144.84794493537007,1.0,21.63925775848399,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.035,43.4846,-111.206,43.3348
6383,39332,39334,1.060674624,5.017256064000001,1.1669817265280403e-06,144.84794493537007,1.0,19.093197584404635,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.958,43.0422,-110.727,43.0111
6384,39332,39533,1.7593608959999996,11.857251456,5.664356227683259e-06,144.84794493537007,1.0,66.02387925235321,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.958,43.0422,-111.173,43.615
6385,39333,39334,1.4985342719999997,8.385149376,2.1121613106490232e-06,144.84794493537007,1.0,31.200264213786305,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.881,42.7542,-110.727,43.0111
6386,39333,39338,6.592118688,30.011820479999997,1.8235664776307495e-06,144.84794493537007,1.0,63.71847436647001,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.881,42.7542,-110.207,42.4673
6387,39334,39335,2.313769824,12.509622720000001,1.8336483931947073e-06,144.84794493537007,1.0,38.779273433167816,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.727,43.0111,-110.543,43.333
6388,39335,39340,6.587395775999999,33.376819104,2.0760344465448433e-06,144.84794493537007,1.0,68.76025727093722,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.543,43.333,-109.746,43.551
6389,39336,39393,0.865968768,3.8456691839999997,1.6559546313799622e-06,144.84794493537007,1.0,18.600832597235645,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.605,41.9253,-110.598,41.7581
6390,39336,39412,3.510647136000086,19.561387392000476,1.3534971644612805e-06,144.84794493537007,1.0,42.911416224847436,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.605,41.9253,-110.09,41.8805
6391,39336,39532,2.7805763519999998,19.484754336,4.858223062381852e-06,144.84794493537007,1.0,69.04831654575729,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.605,41.9253,-111.174,42.381
6392,39337,39395,1.3364317440000002,7.092595008,6.204578869985297e-07,144.84794493537007,1.0,17.184001029157272,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.295,41.3542,-110.481,41.2881
6393,39337,39399,2.8770151680000007,19.604807712,2.1373660995589164e-06,144.84794493537007,1.0,50.033231835638986,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.295,41.3542,-109.812,41.6217
6394,39338,39339,3.2655127680000002,19.514310624000004,2.794791010291956e-06,144.84794493537007,1.0,59.60727847930481,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.207,42.4673,-109.706,42.8567
6395,39338,39347,4.113504,26.6616,4.6208779668136946e-06,144.84794493537007,1.0,140.5164644773737,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.207,42.4673,-108.535,42.755
