technology,parameter,value,unit,year,source,further description
Commercial Gas-Fired Furnaces,investment,10.3,USD/kBtu/hr,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Furnaces,investment,10.3,USD/kBtu/hr,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Furnaces,investment,10.3,USD/kBtu/hr,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Furnaces,investment,10.3,USD/kBtu/hr,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Furnaces,FOM,7.9,%/year,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Furnaces,FOM,7.9,%/year,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Furnaces,FOM,7.8,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Furnaces,FOM,7.8,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Furnaces,FOM,7.8,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Furnaces,FOM,7.8,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Oil-Fired Furnaces,efficiency,0.81,per unit,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,efficiency,0.82,per unit,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,efficiency,0.82,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,efficiency,0.82,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,efficiency,0.82,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,efficiency,0.82,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,lifetime,23,years,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,lifetime,23,years,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,lifetime,23,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,lifetime,23,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,lifetime,23,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,lifetime,23,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,investment,19.4,USD/kBtu/hr,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,investment,19.5,USD/kBtu/hr,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,investment,19.5,USD/kBtu/hr,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,investment,19.5,USD/kBtu/hr,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,investment,19.5,USD/kBtu/hr,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,investment,19.5,USD/kBtu/hr,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,FOM,4.65,%/year,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,FOM,4.61,%/year,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,FOM,4.61,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,FOM,4.61,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,FOM,4.61,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Furnaces,FOM,4.61,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.112) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Heaters,efficiency,1,per unit,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Heaters,efficiency,1,per unit,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Heaters,efficiency,1,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Heaters,efficiency,1,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Heaters,efficiency,1,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Heaters,efficiency,1,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Heaters,lifetime,18,years,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Heaters,lifetime,18,years,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Heaters,lifetime,18,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Heaters,lifetime,18,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Heaters,lifetime,18,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Heaters,lifetime,18,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Heaters,investment,43.9,USD/kBtu/hr,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Assumed large appliance install
Commercial Electric Resistance Heaters,investment,43.9,USD/kBtu/hr,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Assumed large appliance install
Commercial Electric Resistance Heaters,investment,32.2,USD/kBtu/hr,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Assumed large appliance install
Commercial Electric Resistance Heaters,investment,32.2,USD/kBtu/hr,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Assumed large appliance install
Commercial Electric Resistance Heaters,investment,32.2,USD/kBtu/hr,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Assumed large appliance install
Commercial Electric Resistance Heaters,investment,32.2,USD/kBtu/hr,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Assumed large appliance install
Commercial Electric Resistance Heaters,FOM,0,%/year,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Assumed large appliance install
Commercial Electric Resistance Heaters,FOM,0,%/year,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Assumed large appliance install
Commercial Electric Resistance Heaters,FOM,0,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Assumed large appliance install
Commercial Electric Resistance Heaters,FOM,0,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Assumed large appliance install
Commercial Electric Resistance Heaters,FOM,0,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Assumed large appliance install
Commercial Electric Resistance Heaters,FOM,0,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.115) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. Assumed large appliance install
Commercial Electric Boilers,efficiency,0.98,per unit,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Boilers,efficiency,0.98,per unit,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Boilers,efficiency,0.98,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Boilers,efficiency,0.98,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Boilers,efficiency,0.98,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Boilers,efficiency,0.98,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Boilers,lifetime,15,years,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Boilers,lifetime,15,years,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Boilers,lifetime,15,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Boilers,lifetime,15,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Boilers,lifetime,15,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Boilers,lifetime,15,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Boilers,investment,106.1,USD/kW,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Boilers,investment,83.8,USD/kW,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Boilers,investment,72.4,USD/kW,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Boilers,investment,72.4,USD/kW,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Boilers,investment,72.4,USD/kW,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Boilers,investment,72.4,USD/kW,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Boilers,FOM,1,%/year,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Boilers,FOM,0.9,%/year,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Boilers,FOM,1.1,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Boilers,FOM,1.1,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Boilers,FOM,1.1,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Boilers,FOM,1.1,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.117) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Boilers,efficiency,0.77,per unit,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Boilers,efficiency,0.85,per unit,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Boilers,efficiency,0.85,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Boilers,efficiency,0.85,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Boilers,efficiency,0.85,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Boilers,efficiency,0.85,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Boilers,lifetime,30,years,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Boilers,lifetime,25,years,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Boilers,lifetime,25,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Boilers,lifetime,25,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Boilers,lifetime,25,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Boilers,lifetime,25,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Boilers,investment,30.8,USD/kBtu/hr,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Boilers,investment,47.9,USD/kBtu/hr,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Boilers,investment,38.1,USD/kBtu/hr,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Boilers,investment,47.9,USD/kBtu/hr,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Boilers,investment,47.9,USD/kBtu/hr,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Boilers,investment,47.9,USD/kBtu/hr,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Boilers,FOM,7,%/year,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Boilers,FOM,5.5,%/year,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Boilers,FOM,6.9,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Boilers,FOM,5.5,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Boilers,FOM,5.5,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Boilers,FOM,5.5,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.119) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Oil-Fired Boilers,efficiency,0.81,per unit,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,efficiency,0.85,per unit,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,efficiency,0.85,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,efficiency,0.93,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,efficiency,0.93,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,efficiency,0.93,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,lifetime,25,years,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,lifetime,25,years,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,lifetime,25,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,lifetime,25,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,lifetime,25,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,lifetime,25,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,investment,18.3,USD/kBtu/hr,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,investment,31,USD/kBtu/hr,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,investment,31,USD/kBtu/hr,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,investment,33.5,USD/kBtu/hr,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,investment,33.5,USD/kBtu/hr,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,investment,33.5,USD/kBtu/hr,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,FOM,7.77,%/year,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,FOM,7.22,%/year,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,FOM,8.13,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,FOM,6.7,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Oil-Fired Boilers,FOM,6.7,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.122) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
